claim_id,claim,value,unit,as_of,source_id,tier,note
C45,Revised FY2026 guidance (Apr 22) -adjusted EPS,3.34-3.41,USD,2026-04-22,BSX-Q1-2026-PR,A1,First cut from initial 3.43-3.49
C46,Q1 2026 Watchman net sales,506,USD millions,2026-03-31,MASSDEVICE-APR22,B1,+19.2% YoY -not yet confirmed primary 10-Q table see O2
C47,Q1 2026 Electrophysiology organic growth,22,pct,2026-03-31,MASSDEVICE-APR22,B1,+18% US +30% international -not yet confirmed primary see O2
C48,Apr 22 2026 stock price move,9,pct,2026-04-22,MASSDEVICE-APR22,B1,Rallied on relief Q1 beat despite guidance cut
C49,BSX US PFA market share,41,pct,2026-Q1(approx),QSIGHT-GUIDEPOINT-PFA2026,B2,Down from ~100% in 2023 -single ultimate source see O10
C50,Medtronic US PFA market share,48,pct,2026-Q1(approx),QSIGHT-GUIDEPOINT-PFA2026,B2,Now leading BSX -single ultimate source
C51,J&J Biosense Webster US PFA market share,11,pct,2026-Q1(approx),QSIGHT-GUIDEPOINT-PFA2026,B2,Varipulse launched Dec 2024
C52,Abbott US PFA market share,1,pct,2026-Q1(approx),QSIGHT-GUIDEPOINT-PFA2026,B2,Volt launched Jan 2026 first months
C53,Q1 2026 total long-term debt,10988,USD millions,2026-03-31,BSX-STOCKTITAN-10Q,A2,leverage ratio 1.87x vs 4.25x covenant
C54,Q1 2026 cash on hand,1453,USD millions,2026-03-31,BSX-STOCKTITAN-10Q,A2,
C55,Q1 2026 operating cash flow,348,USD millions,2026-03-31,BSX-STOCKTITAN-10Q,A2,
C56,Q1 2026 free cash flow (approx),170,USD millions,2026-03-31,BSX-STOCKTITAN-10Q,A2,OCF 348 less net capex ~177-178
C57,Revised FY2026 guidance (May 27) -organic growth,6.5-8.0,pct,2026-05-27,TRADINGPEDIA-MAY27,B2,Second cut -verbal at Bernstein conference not 8-K
C58,May 27 2026 stock price move,-10.3 to -12.5,pct,2026-05-27,TRADINGPEDIA-MAY27,B2,New 52wk low intraday 50.75
C59,Penumbra acquisition enterprise value,14.5,USD billions,2026-01-15,BSX-PENUMBRA-8K,A1,374 dollars per share -73pct cash 27pct stock
C60,Penumbra cash consideration,11,USD billions,2026-01-15,BSX-PENUMBRA-8K,A1,funded via cash on hand plus new debt
C61,Penumbra EPS dilution year 1,-0.06 to -0.08,USD,2026-01-15,BSX-PENUMBRA-8K,A1,neutral-to-accretive year 2 accretive thereafter
C62,CEO Mike Mahoney tenure start,2011-10,date,2026-07,SIMPLYWALLST-MGMT,B2,~14.7 years as of as_of
C63,CEO Mike Mahoney 2025 total compensation,23.5,USD millions,2025-12-31,MEDICALDESIGN-CEOPAY,B1,+10pct YoY from 21.4M 2024 -not primary DEF14A verified see O9
C64,CEO Mahoney share ownership,1625414,shares,2026-07,GURUFOCUS-MAHONEY,B2,worth approx 73M at time of source
C65,Securities class action class period start,2025-07-23,date,2026,ZLK-CLASSACTION,B1,Names Mahoney Monson Stein Fitzgerald Spadea-Anello
C66,Securities class action class period end,2026-02-03,date,2026,ZLK-CLASSACTION,B1,Day before Feb 4 gap-down
C67,Securities class action lead plaintiff deadline,2026-05-04,date,2026,ZLK-CLASSACTION,B1,Status as of as_of ACTIVE unresolved
C68,BSX total assets (most recent qtr found),42707,USD millions,2025-09-30,STOCKANALYSIS-BALANCESHEET-SEARCH,B1,Q3 2025 basis -not Q1 2026
C69,BSX goodwill (Q3 2025),18214,USD millions,2025-09-30,STOCKANALYSIS-BALANCESHEET-SEARCH,B1,
C70,BSX other intangibles net (Q3 2025),7162,USD millions,2025-09-30,STOCKANALYSIS-BALANCESHEET-SEARCH,B1,goodwill+intangibles approx 59pct of total assets
C71,S&P credit rating,A-,rating,2024-2025 (historical),SP-MOODYS-CREDITRATING,B1,upgraded from BBB+ -dated pre-2026 crisis cycle see O-item
C72,Moody's credit rating,Baa2,rating,2024-2025 (historical),SP-MOODYS-CREDITRATING,B1,both investment grade
C73,FY2025 Watchman growth,29,pct,2025-12-31,BSX-Q4FY25-PR,A1,Q4 and full year both +29pct
C74,Farapulse cumulative patients treated,500000,patients,2026 (approx),QSIGHT-GUIDEPOINT-PFA2026,B2,plus corroborating BSX company commentary
C75,Global EP market size 2025,13,USD billions,2025,BSX-INVESTOR-DAY-2025,A2,forecast to reach 20B by 2028
C76,FARAPULSE accounts using integrated OPAL HDx mapping,33,pct (1 in 3),2026 (approx),PRNEWSWIRE-OPAL-LAUNCH,A1,ecosystem lock-in adoption metric
C77,$2B accelerated share repurchase agreement,2,USD billions,2026-05-18,BSX-STOCKTITAN-10Q,A2,part of 5B total authorization -opportunistic buyback amid crash
