index,id,title,url,status,error_type,returncode
40,Oq4rGKAz0Oo,美股｜揭秘价值千万的选股逻辑！看懂秒变高手，轻松抓住10倍、100倍潜力股 PLTR HIMS AMD NVDA TSLA,https://www.youtube.com/watch?v=Oq4rGKAz0Oo,success,,
41,B1vcqBoWOf4,美股 2025最强太空新股上市，是下一个SpaceX，有望超越Figma，RKLB，FireFly！,https://www.youtube.com/watch?v=B1vcqBoWOf4,success,,
42,n13E0mBaKbc,美股顶级基金狙击UNH，暴跌背后的真相，是否迎来绝佳抄底机会？像当年NFLX CRWD一样 NVO LLY,https://www.youtube.com/watch?v=n13E0mBaKbc,success,,
43,z3b-fZX9rW4,美股 2025年最强科技股上市，设计软件独角兽Figma深度分析！会是下一个CRCL吗？,https://www.youtube.com/watch?v=z3b-fZX9rW4,success,,
44,sFNt8cBzSBg,美股 7月必买一只AI基建股，翻倍潜力！#NBIS #人工智能 #neoclouds,https://www.youtube.com/watch?v=sFNt8cBzSBg,success,,
45,B8JjDhZWv9E,美股千万别错过 英伟达 10万亿市值潜力！背后逻辑分析！NVDA,https://www.youtube.com/watch?v=B8JjDhZWv9E,success,,
46,VhKSwGiNenI,美股AI炒股软件，量化交易分析工具，盯盘 TSLA NVDA,https://www.youtube.com/watch?v=VhKSwGiNenI,success,,
47,8HfF24g3epI,前所未有！散户买爆美股，三大危机信号已亮起！TSLA NVDA,https://www.youtube.com/watch?v=8HfF24g3epI,success,,
48,IJb9UhUejXo,美股 CRCL是否值得抄底？ HOOD要颠覆美股投资的方式！,https://www.youtube.com/watch?v=IJb9UhUejXo,success,,
49,WIpzpheZc9s,美股7月必买两只股，潜力巨大！ AMD 和 ORCL,https://www.youtube.com/watch?v=WIpzpheZc9s,success,,
50,KIVjnXZ-yvw,美股 2025年下半年两大投资主题和个股 CRCL COIN ......,https://www.youtube.com/watch?v=KIVjnXZ-yvw,success,,
51,40EIMgawkRo,两只美股新股推介，潜力巨大！CAI......,https://www.youtube.com/watch?v=40EIMgawkRo,success,,
52,o_znBQFrNmU,美股 历史经验告诉你该不该抄底特斯拉！川普对其未来估值的影响 TSLA,https://www.youtube.com/watch?v=o_znBQFrNmU,success,,
53,paEC9wpHv3w,美股6月必买四只股，全新上市！CRCL 潜力暴涨股啊！ LLY GOOG,https://www.youtube.com/watch?v=paEC9wpHv3w,success,,
54,uqzTs_8zjL8,美股 英伟达后市分析，解读背后关键数据，被大家忽略的长期风险！NVDA TSM AMD CRWV,https://www.youtube.com/watch?v=uqzTs_8zjL8,success,,
55,8RvI0d0xDCY,美股 英伟达5月财报预测，万字深度分析报告 NVDA,https://www.youtube.com/watch?v=8RvI0d0xDCY,success,,
56,dFzJuHz4lUw,美股 解密一条公式，让你投资稳定盈利！NVDA TSLA SPY,https://www.youtube.com/watch?v=dFzJuHz4lUw,success,,
57,BTSo6_m-MKg,机构疯狂卖出，散户却加仓，美股会崩吗？英伟达后市分析 NVDA TSLA GOOG META,https://www.youtube.com/watch?v=BTSo6_m-MKg,success,,
58,-Z_GjLRoJrY,美股 5月必买四只股 自动驾驶将在今年大爆发！TSLA LYFT PONY,https://www.youtube.com/watch?v=-Z_GjLRoJrY,success,,
59,D3OrqG6mTK8,美股 PLTR和AMD财报预测 深度分析,https://www.youtube.com/watch?v=D3OrqG6mTK8,success,,
60,sXVJ0unFGC0,美股META财报预测，抄底两只股！NVDA AMZN TSLA GOOG SPY QQQ,https://www.youtube.com/watch?v=sXVJ0unFGC0,success,,
61,N2I2IO5GuoM,美国为何如此强大！支撑美股大跌后必涨的理由！NVDA TSLA META GOOG SPY QQQ PLTR,https://www.youtube.com/watch?v=N2I2IO5GuoM,success,,
62,dV0HZAO6WCU,每次经济衰退前，这8个信号都提前预警了美股大跌！SPY NVDA TSLA AAPL,https://www.youtube.com/watch?v=dV0HZAO6WCU,success,,
63,yEPzT-0HgyQ,美股 特朗普搞崩英伟达，盘后暴跌6%！是否迎来抄底机会？ NVDA,https://www.youtube.com/watch?v=yEPzT-0HgyQ,success,,
64,zfdNw0Jsh40,美股 美国资产的信任崩塌，最后的逃命机会？TSLA NVDA SPY,https://www.youtube.com/watch?v=zfdNw0Jsh40,success,,
65,RwejqjiinS0,美股缩量好？放量好？带你看懂成交量的背后逻辑 Volume,https://www.youtube.com/watch?v=RwejqjiinS0,failed,yt-dlp,1
66,VFjNTOR1-0A,美股分析 一份致美国GDP损失20万亿美元的“疯狂”对等关税计划，关税利好股有哪些？,https://www.youtube.com/watch?v=VFjNTOR1-0A,success,,
67,lnTwCQ1n_eE,美股4月2日将变盘！交易策略公开，长期看涨的动力因素有哪些？,https://www.youtube.com/watch?v=lnTwCQ1n_eE,success,,
68,ojG5qGte8-U,美股2025年度最大新股 CRWV 上市，AI云计算公司深度分析，英伟达亲儿子 NVDA,https://www.youtube.com/watch?v=ojG5qGte8-U,success,,
69,BEa6ZZYC6iw,美股 准备抄底两只科技股，HOOD #robinhood,https://www.youtube.com/watch?v=BEa6ZZYC6iw,success,,
70,LTDijrZE3Og,特斯拉还能再跌！？从暴跌背后看做空机构资本运作规律！ TSLA,https://www.youtube.com/watch?v=LTDijrZE3Og,success,,
71,Ym-3k9TIMes,美股反弹，陷阱还是机会？关税冲击、新一轮衰退要来？川普加关税两个任期有何不同？避险股名单揭晓！AVGO NVDA,https://www.youtube.com/watch?v=Ym-3k9TIMes,success,,
72,wr8GLySqIWU,特斯拉股价今天为什么暴跌？欧洲销量危机！TSLA,https://www.youtube.com/watch?v=wr8GLySqIWU,success,,
73,D6I9X6phH3E,美股 英伟达2月财报预测，深度报告，业内人士爆料 NVDA,https://www.youtube.com/watch?v=D6I9X6phH3E,success,,
74,CyqKCFISCNk,美股 下一个PLTR HIMS APP如何找？他们都有什么共同点？ #hims,https://www.youtube.com/watch?v=CyqKCFISCNk,success,,
75,bIVAJqCVrPE,量化交易员教你如何用夏普比率与隐含波动率优化投资决策,https://www.youtube.com/watch?v=bIVAJqCVrPE,failed,yt-dlp,1
76,rfw08JyFQJo,美股今年牛市就靠DeepSeek了，多只受益股和板块深度分析 NVDA,https://www.youtube.com/watch?v=rfw08JyFQJo,success,,
77,xQHGfAF20c4,美股特斯拉即将暴跌，风险预警，最后的逃亡机会！ TSLA,https://www.youtube.com/watch?v=xQHGfAF20c4,success,,
78,hYkriXdDjxQ,美股深度分析 女股神佩洛西新开仓一只AI股 TEM,https://www.youtube.com/watch?v=hYkriXdDjxQ,success,,
79,36cSxoHicTM,美股AMD是否被严重低估？值得抄底吗？,https://www.youtube.com/watch?v=36cSxoHicTM,success,,
80,c3pwCAD5QuI,美股 2025年1月必买10只股【下集】不为人知的AI潜力公司 HIMS,https://www.youtube.com/watch?v=c3pwCAD5QuI,success,,
81,jANuH6L9Zdg,美股 2025年必买10只股【中集】不为人知的AI潜力公司 CLS,https://www.youtube.com/watch?v=jANuH6L9Zdg,success,,
82,jTPrYVTOYkw,美股 2025年必买10只股【上集】不为人知的AI潜力公司 #INOD,https://www.youtube.com/watch?v=jTPrYVTOYkw,success,,
83,cGljgwqYBpw,美股2025年五大投资主题和估值风险！,https://www.youtube.com/watch?v=cGljgwqYBpw,success,,
84,edoxODS5ykc,下一个英伟达是AVGO，博通凭ASIC能打破英伟达AI芯片垄断地位？深度对比AI ASIC和英伟达 NVDA,https://www.youtube.com/watch?v=edoxODS5ykc,success,,
85,jcL-0J6XtGA,美股 量子计算是否存在泡沫？6只量子计算股哪只最有潜力？QUBT QMCO QBTS IONQ RGTI GOOG,https://www.youtube.com/watch?v=jcL-0J6XtGA,success,,
86,RbveGHH6h7s,逆势交易员是如何通过“跟散户反着买”，赚得上亿资产！,https://www.youtube.com/watch?v=RbveGHH6h7s,failed,yt-dlp,1
87,Bn-xmMi0Yj8,抓住美股年底AI机会，多只潜力股！NBIS,https://www.youtube.com/watch?v=Bn-xmMi0Yj8,success,,
88,xhhA7sQ_d9A,美股 12月必买一只AI医疗股 HIMS,https://www.youtube.com/watch?v=xhhA7sQ_d9A,success,,
89,zBz6fjWAw0M,美股 没有电动车补贴，特斯拉仍旧是赢家 TSLA,https://www.youtube.com/watch?v=zBz6fjWAw0M,success,,
90,lTjzl3M1mSo,美股 英伟达11月财报预测，太多利空了！ NVDA,https://www.youtube.com/watch?v=lTjzl3M1mSo,success,,
91,yEzBtvHnnMs,美股 马斯克做了一笔史上最强的对冲交易！和八年前相比，特朗普政策将有何不同？ TSLA,https://www.youtube.com/watch?v=yEzBtvHnnMs,success,,
92,Gs0Jz5xtA0c,美股财报预测 META微软亚马逊苹果 AAPL AMZN MSFT,https://www.youtube.com/watch?v=Gs0Jz5xtA0c,success,,
93,Of1TyIQyyvk,美股 谁在操控美国总统大选，华尔街还是硅谷？ 潜在机会有哪些？DJT TSLA NVDA SPY,https://www.youtube.com/watch?v=Of1TyIQyyvk,success,,
94,5LGfs0erc2E,美股 特斯拉财报 预测分析 TSLA,https://www.youtube.com/watch?v=5LGfs0erc2E,success,,
95,ZmzYZxRSp4E,美股 核能股暴涨，哪家最值得投资？NNE OKLO LEU SMR CCJ NVDA,https://www.youtube.com/watch?v=ZmzYZxRSp4E,success,,
96,gDk4e85apLw,深度分析 特斯拉Robotaxi发布会，是否会翻车？美股 TSLA,https://www.youtube.com/watch?v=gDk4e85apLw,success,,
97,mPkk4T_FWsc,美股分析 三大利好是否能让英特尔起死回生，值得抄底吗？ INTC TSM NVDA AMD,https://www.youtube.com/watch?v=mPkk4T_FWsc,success,,
98,b3mTbMxw5Ts,美股 五年稳健盈利300万美元，只因遵守1%风险定律,https://www.youtube.com/watch?v=b3mTbMxw5Ts,failed,yt-dlp,1
99,NL8TBqAQ1dU,美股分析 美联储降息50点的利与弊，背后的真相！ TSLA NVDA,https://www.youtube.com/watch?v=NL8TBqAQ1dU,success,,
100,QktLx3GOGTw,美联储降息如何布局美股，买什么公司？ RDFN DHI.....,https://www.youtube.com/watch?v=QktLx3GOGTw,success,,
101,ezUu3bI2Ocs,美股 抄底英伟达和特斯拉必须注意这三点！！ 黄仁勋新一轮抛售 TSLA NVDA,https://www.youtube.com/watch?v=ezUu3bI2Ocs,success,,
102,STxiSPBYjCM,美股 黄仁勋独家专访：我怎么看待英伟达后市？ NVDA AMD SMCI,https://www.youtube.com/watch?v=STxiSPBYjCM,success,,
103,_7iU3ewc57Q,美股 英伟达8月财报预测，深度报告，继续看涨 NVDA SMCI TSM AVGO AMD,https://www.youtube.com/watch?v=_7iU3ewc57Q,success,,
104,wfONotQO6TM,美股 前谷歌CEO泄露AI高级机密，英伟达将引爆“抢购潮” NVDA AMD GOOG,https://www.youtube.com/watch?v=wfONotQO6TM,success,,
105,cbSysGWiMfQ,换CEO，能否拯救星巴克，走出困境？ SBUX,https://www.youtube.com/watch?v=cbSysGWiMfQ,success,,
106,5doX1eNiJGg,美股要变天？美国经济下行拐点已经出现！ NVDA SPY QQQ,https://www.youtube.com/watch?v=5doX1eNiJGg,success,,
107,po9VTOyroWg,揭露美股市场暴跌真相，美国消费者买不动了，美联储降息太晚，酝酿史上最大衰退？！NVDA TSLA SPY QQQ AAPL AMD ARM,https://www.youtube.com/watch?v=po9VTOyroWg,success,,
108,Kb9xrQcvRXE,美股 苹果财报预测，是否值得投资？AAPL,https://www.youtube.com/watch?v=Kb9xrQcvRXE,success,,
109,RXdcTIAsPKI,美股交易轮动，哈里斯行情崛起，特朗普交易熄火？！ TSLA NVDA AAPL,https://www.youtube.com/watch?v=RXdcTIAsPKI,success,,
110,T8P27HZOP5A,美股 特朗普交易 必买10只潜力股 DJT CRS TSLA......,https://www.youtube.com/watch?v=T8P27HZOP5A,success,,
111,plXiea_R17Q,美股 深度分析 特斯拉 vs 百度 自动驾驶汽车 Robotaxi，特斯拉入华指日可待 TSLA BIDU #robotaxi,https://www.youtube.com/watch?v=plXiea_R17Q,success,,
112,ky5qyCQ2t3M,美股 马斯克最大赌注：特斯拉Robotaxi，博通仅次于英伟达的牛 TSLA AVGO NVDA,https://www.youtube.com/watch?v=ky5qyCQ2t3M,success,,
113,DU9JIGpcRLM,美股 特斯拉下半年潜力巨大，英伟达短期”见顶”， 长期“见底” NVDA TSLA ARM SMCI AMD AVGO MU SPY,https://www.youtube.com/watch?v=DU9JIGpcRLM,success,,
114,jJ4gIHB4j-w,美股拉响警报！如果美联储今年不降息 NVDA ARM SMCI DELL AMD AVGO MU TSLA,https://www.youtube.com/watch?v=jJ4gIHB4j-w,success,,
115,8hMW5slRpB0,美股 巴菲特应该投资英伟达，Meta要拆股？太阳能潜力股是它！ NVDA,https://www.youtube.com/watch?v=8hMW5slRpB0,success,,
116,mckxH_GA2Mg,黄仁勋访谈：我曾洗厕所、刷盘子到英伟达CEO，任何事情都要全力以赴！ NVDA AVGO,https://www.youtube.com/watch?v=mckxH_GA2Mg,success,,
117,rGDctxUitQw,美股 英伟达最大风险：垄断！附估值更新 NVDA AMD SMCI ARM ASML,https://www.youtube.com/watch?v=rGDctxUitQw,success,,
118,0LUKESpyqFI,美股财报预期到底是谁给出的预期？ NVDA,https://www.youtube.com/watch?v=0LUKESpyqFI,failed,yt-dlp,1
119,PwFC33V1hf4,美股分析 除了英伟达，对冲基金布局这些AI产业股 NVDA AMD DELL GME,https://www.youtube.com/watch?v=PwFC33V1hf4,success,,
120,I8utbpzzKjE,美股分析 英伟达后市展望，隐忧和利好 NVDA AMD SMCI ARM ALAB,https://www.youtube.com/watch?v=I8utbpzzKjE,success,,
121,BmsKFyXNqJQ,美股 英伟达5月财报预测，深度报告，坚定看涨 NVDA AMD SMCI ARM,https://www.youtube.com/watch?v=BmsKFyXNqJQ,success,,
122,4oz_pfCNtxY,美股 巴菲特：60年狂赚4.38万倍回报，制胜法宝是什么？ NVDA AAPL ARM TSLA,https://www.youtube.com/watch?v=4oz_pfCNtxY,success,,
123,eL6MufyA3vk,美股 AMD 亚马逊 SMCI 财报预测分析 AMZN NVDA,https://www.youtube.com/watch?v=eL6MufyA3vk,success,,
124,AnU8MjPYQBA,美股财报分析 META、微软、谷歌 GOOG MSFT,https://www.youtube.com/watch?v=AnU8MjPYQBA,success,,
125,NV2Hdck0SXQ,美股 机构抛售英伟达，我抄底了 ALAB ARM NVDA,https://www.youtube.com/watch?v=NV2Hdck0SXQ,success,,
126,1FmvWwmqRIc,美股分析 财报前瞻 ASML NFLX TSM,https://www.youtube.com/watch?v=1FmvWwmqRIc,success,,
127,m8oS-DJ-Pkk,美股 AI耗电，3只电力能源股必买 CEG VST......,https://www.youtube.com/watch?v=m8oS-DJ-Pkk,success,,
128,vHXCrOtlIXI,美股 被低估的存储AI芯片巨头，值得买入 MU 和 AVGO,https://www.youtube.com/watch?v=vHXCrOtlIXI,success,,
129,S-jQpoOoHAg,除了英伟达，这4家AI相关的软硬件公司必买 VRT DELL NVDA,https://www.youtube.com/watch?v=S-jQpoOoHAg,success,,
130,PlEsuqccHRo,2024是AI机器人爆发的元年！OpenAI首个人形机器人Figure NVDA,https://www.youtube.com/watch?v=PlEsuqccHRo,success,,
131,fZbrw7BA7Nw,美股 英伟达现在这价格有没有泡沫？ NVDA SMCI TSM AMD AVGO,https://www.youtube.com/watch?v=fZbrw7BA7Nw,success,,
132,rlnlOhP-HgY,美股 2024年必买五只ETF  人工智能 NVDA,https://www.youtube.com/watch?v=rlnlOhP-HgY,success,,
133,paAv9e-pLyo,美股深度研报，英伟达2月财报预测 NVDA SMCI AMD ASML AVGO,https://www.youtube.com/watch?v=paAv9e-pLyo,success,,
134,RK1mNLqvk2o,构建美股量化指标，可视化金融数据 【量化交易第九课】,https://www.youtube.com/watch?v=RK1mNLqvk2o,failed,yt-dlp,1
135,bs6i808rP6Q,美股分析 迪士尼为什么干不过Netflix，华尔街看好苹果Vision Pro AAPL DIS NFLX,https://www.youtube.com/watch?v=bs6i808rP6Q,success,,
136,i5vYnzdZrVs,美股预测 META、苹果财报，是否会和谷歌一样暴雷？ AAPL GOOG AMD,https://www.youtube.com/watch?v=i5vYnzdZrVs,success,,
137,M9npOgdhlas,5000赚300万美元，美国最强「民间股神」采访他惊人秘诀！用最简单的方法3年翻600倍 #美股日内交易 NVDA TSLA AMD SPY,https://www.youtube.com/watch?v=M9npOgdhlas,success,,
138,ku3j03o-eEY,美股2024 英伟达的三大误解和四大利好！ NVDA SMCI ARM AMD INTC TSM QCOM,https://www.youtube.com/watch?v=ku3j03o-eEY,success,,
139,s0NqQsYMu8k,美股深度分析 苹果还有救吗？值不值得抄底？AAPL,https://www.youtube.com/watch?v=s0NqQsYMu8k,success,,
140,L2W71MpUfVg,美股2024年必买的10只好股票【下集】AMD UPST NFLX,https://www.youtube.com/watch?v=L2W71MpUfVg,success,,
141,U2r9S7SNMbE,美股2024年必买的10只好股🔥【上集】VKTX AMD,https://www.youtube.com/watch?v=U2r9S7SNMbE,success,,
142,afdizT6IXfQ,美股2024年最好的投资品种 NVDA,https://www.youtube.com/watch?v=afdizT6IXfQ,success,,
143,Jd9_pRz7Oa0,AI选股工具揭秘 ！ 量化美股分析工具 #AI选股,https://www.youtube.com/watch?v=Jd9_pRz7Oa0,success,,
144,ycDIGs4nOc4,美股 CyberTruck交付，特斯拉遭抛售，深层原因分析 TSLA,https://www.youtube.com/watch?v=ycDIGs4nOc4,success,,
145,7lPmxvo1y5s,美股 财报前 英伟达该不该留，会大涨多少？ NVDA,https://www.youtube.com/watch?v=7lPmxvo1y5s,success,,
146,ywLEbud2KkQ,美股 未来5-10年投资大趋势 机不可失 保证影响你一生！,https://www.youtube.com/watch?v=ywLEbud2KkQ,success,,
147,E0mkh97f9ok,美股分析 灰犀牛，美国债务危机最终会如何演变的？AAPL TSLA NVDA,https://www.youtube.com/watch?v=E0mkh97f9ok,success,,
148,oWWpxwXB8ys,美股 微软 谷歌 META 财报预测分析 MSFT GOOG TSLA,https://www.youtube.com/watch?v=oWWpxwXB8ys,success,,
149,UA_p3dDDVM0,美股量化分析，金融数据处理 【量化交易第八课】,https://www.youtube.com/watch?v=UA_p3dDDVM0,failed,yt-dlp,1
150,83IREwrpIM4,美股 特斯拉财报六大看点！是否会暴雷？减肥神药热度超AI，背后的投资机会在哪？ TSLA NVDA NVO,https://www.youtube.com/watch?v=83IREwrpIM4,success,,
151,3uhw35Anx_o,提高美股认知，8部经典金融大片，投资者必看 #股票 #美股 #金融 #华尔街 #电影,https://www.youtube.com/watch?v=3uhw35Anx_o,success,,
152,i8G1iOZyWyU,美股 特斯拉三季交付量如何？模仿丰田的低价模式会成功吗？TSLA,https://www.youtube.com/watch?v=i8G1iOZyWyU,success,,
153,-iHmcfPgNNQ,美股 大盘破位后，五大利空，新一轮下跌要开始? SPY TSLA NVDA AAPL AMZN GOOG,https://www.youtube.com/watch?v=-iHmcfPgNNQ,success,,
154,sKpSDBeObGc,美股 油价飙升，为何能源股没跟上? 美国家庭面临高利率的新常态！OXY ET SPY,https://www.youtube.com/watch?v=sKpSDBeObGc,success,,
155,ogFSj47c5-8,深入揭秘 特斯拉Dojo超级计算机有多强！美股 TSLA,https://www.youtube.com/watch?v=ogFSj47c5-8,success,,
156,ZqQGoaWXIX0,美股 苹果暴雷前11亿美元清仓，背后隐藏什么阴谋？复盘过去发布会走势 AAPL TSLA,https://www.youtube.com/watch?v=ZqQGoaWXIX0,success,,
157,_7W1kKb_yQE,美股 TSLA特斯拉新款车引发暴跌，是否是抄底机会？美国经济为何没崩？,https://www.youtube.com/watch?v=_7W1kKb_yQE,success,,
158,GFH9Zm1ycRc,美股量化交易 最全解读K线 【量化交易第七课】,https://www.youtube.com/watch?v=GFH9Zm1ycRc,failed,yt-dlp,1
159,D-5omR0VzyI,美股 英伟达NVDA财报预测，我抄底了特斯拉和英伟达 TSLA,https://www.youtube.com/watch?v=D-5omR0VzyI,success,,
160,SY_EysNY1Z0,美股 TSLA 特斯拉还能跌多少？美联储抛售1万亿美债！对冲基金狂买这只股❗️❗️ SPY NVDA AMD AAPL MSFT GOOG,https://www.youtube.com/watch?v=SY_EysNY1Z0,success,,
161,jcJbZB7l1Bw,美股 特斯拉面临巨大风险！TSLA,https://www.youtube.com/watch?v=jcJbZB7l1Bw,success,,
162,UGXq3tCts1o,美股量化交易流程 整合提炼金融数据 【量化交易第六课】,https://www.youtube.com/watch?v=UGXq3tCts1o,failed,yt-dlp,1
163,Nx7mmBKSifk,美股 除了特斯拉，这几只科技热门股亦值得重点关注！ PLTR TSLA U,https://www.youtube.com/watch?v=Nx7mmBKSifk,success,,
164,vyPfwvv7LjM,美股 再见！美联储！美国经济衰退是不来了还是晚到？ SPY,https://www.youtube.com/watch?v=vyPfwvv7LjM,success,,
165,TYDZMTd3a6w,美股 特斯拉财报前，客观分析，市场关注的几大指标 TSLA NFLX,https://www.youtube.com/watch?v=TYDZMTd3a6w,success,,
166,GXRNR-Nfh7s,美股量化编程工具安装，获取股票交易数据【量化交易第五课】,https://www.youtube.com/watch?v=GXRNR-Nfh7s,failed,yt-dlp,1
167,iuj0H_hH--U,美股 财报季是否会被人工智能推动利润率暴增？量化交易模型选出本周大牛股 CVNA UPST LYFT,https://www.youtube.com/watch?v=iuj0H_hH--U,success,,
