source_id,claim,value,unit,as_of,retrieved_at,source_type,source_url_or_path,reliability_note,destination
GEV-SA-FINANCIALS,GEV YE2025 total debt,265,USD M,2025-12-31,2026-06-21,B1,https://stockanalysis.com/stocks/gev/financials/balance-sheet/,near-zero debt at YE2025 pre-Prolec,EVIDENCE
GEV-SA-FINANCIALS,GEV YE2025 shareholders equity,12296,USD M,2025-12-31,2026-06-21,B1,https://stockanalysis.com/stocks/gev/financials/balance-sheet/,growing from $10593M FY2024,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 total revenue,9339,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,+16% YoY; cross-checked stockanalysis.com quarterly,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Power revenue,4971,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,+12% vs Q1 2025 $4449M,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Electrification revenue,2959,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,+61% vs Q1 2025 $1840M; includes Prolec GE consolidation,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Wind revenue,1432,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,-23% vs Q1 2025 $1850M; tariff impact,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 adj EBITDA total,896,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,9.6% margin +390 bps YoY,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Power adj EBITDA,811,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,16.3% margin +470 bps YoY,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Electrification adj EBITDA,528,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,17.8% margin +670 bps YoY,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Wind adj EBITDA (loss),-382,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,-26.7% margin; lower onshore volume + tariffs + offshore losses,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 GAAP net income,4745,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,includes $3992M Prolec remeasurement + $330M Proficy sale; normalized ~$179M op income,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Prolec GE remeasurement gain (one-off),3992,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,fair-value step-up of previously held 50% Prolec GE stake,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Proficy sale gain (one-off),330,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,software business divestiture,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 OCF,5188,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,vs $1161M Q1 2025; includes ~$5.6B contract-liability deposit inflows,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 FCF,4791,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,vs $975M Q1 2025; flattered ~$5.6B by advance payments,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 end-period total backlog,163000,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,+$13B sequentially; includes Prolec consolidation,EVIDENCE
GEV-8K-1Q26-ER,GEV Q1 2026 Electrification equipment backlog,38600,USD M,2026-03-31,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,+75% YoY; +$16.6B vs prior year,EVIDENCE
GEV-8K-1Q26-TRANSCRIPT,GEV gas turbine GW at Q1 2026 end (firm + slots),100,GW,2026-03-31,2026-06-21,A2,https://www.fool.com/earnings/call-transcripts/2026/04/22/ge-vernova-gev-q1-2026-earnings-transcript/,up from 83 GW at YE2025; ~10 GW left in 2029-2030 combined; sold-out through 2029,EVIDENCE
GEV-8K-1Q26-TRANSCRIPT,GEV new 2026 GT pricing vs Q4 2025,+10 to +20,% on $/kW basis,2026-04-22,2026-06-21,A2,https://www.fool.com/earnings/call-transcripts/2026/04/22/ge-vernova-gev-q1-2026-earnings-transcript/,direct management quote from Q1 2026 earnings call,EVIDENCE
GEV-8K-1Q26-TRANSCRIPT,GEV Q1 2026 data center Electrification orders,2400,USD M,2026-03-31,2026-06-21,A2,https://www.fool.com/earnings/call-transcripts/2026/04/22/ge-vernova-gev-q1-2026-earnings-transcript/,Q1 alone exceeded all FY2025 data center orders; ~20% of 100 GW is data centers,EVIDENCE
GEV-8K-1Q26-ER,GEV FY2026 revenue guidance,44500-45500,USD M,2026-04-22,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,raised from Dec'25 $41-42B; midpoint $45.0B,EVIDENCE
GEV-8K-1Q26-ER,GEV FY2026 adj EBITDA margin guidance,12-14,%,2026-04-22,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,raised from Dec'25 11-13%; midpoint 13%,EVIDENCE
GEV-8K-1Q26-ER,GEV FY2026 FCF guidance,6500-7500,USD M,2026-04-22,2026-06-21,A1,https://www.stocktitan.net/sec-filings/GEV/8-k-ge-vernova-inc-reports-material-event-365b201cba34.html,raised from Dec'25 $4.5-5.0B; midpoint $7.0B,EVIDENCE
GEV-8K-1Q26-TRANSCRIPT,GEV Wind EBITDA full-year 2026 guide (losses),-400,USD M,2026-04-22,2026-06-21,A2,https://www.fool.com/earnings/call-transcripts/2026/04/22/ge-vernova-gev-q1-2026-earnings-transcript/,Q1 alone -$382M; tariff impact $250-350M company-wide,EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV 2028 revenue target,52000,USD M,2025-12-09,2026-06-21,A2,https://lastbastion.com/2026/01/15/ge-vernova-december-2025-investor-day/,low-double-digit organic CAGR; cross-checked GEV-DEC25-PR-DIVIDEND,EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV 2028 adj EBITDA margin target,20,%,2025-12-09,2026-06-21,A2,https://lastbastion.com/2026/01/15/ge-vernova-december-2025-investor-day/,up ~600 bps from 2026 guide midpoint 13%,EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV 2028 Power segment EBITDA margin target,22,%,2025-12-09,2026-06-21,A2,https://www.gevernova.com/news/press-releases/ge-vernova-raises-multi-year-financial-outlook-doubles-dividend-increases-buyback-authorization,cross-checked GEV-DEC25-PR-DIVIDEND (A1),EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV 2028 Electrification segment EBITDA margin target,22,%,2025-12-09,2026-06-21,A2,https://www.gevernova.com/news/press-releases/ge-vernova-raises-multi-year-financial-outlook-doubles-dividend-increases-buyback-authorization,cross-checked GEV-DEC25-PR-DIVIDEND (A1); $20B revenue target,EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV 2028 Wind segment EBITDA margin target,6,%,2025-12-09,2026-06-21,A2,https://lastbastion.com/2026/01/15/ge-vernova-december-2025-investor-day/,vs current ~−26% Q1 2026; path requires tariff relief and volume,EVIDENCE
GEV-DEC25-INVESTOR-UPDATE,GEV cumulative FCF target 2025-2028,22000,USD M,2025-12-09,2026-06-21,A2,https://lastbastion.com/2026/01/15/ge-vernova-december-2025-investor-day/,at least $22B; ~$5.5B avg per year; up from $14B+ prior target,EVIDENCE
GEV-DEC25-PR-DIVIDEND,GEV dividend doubled,2.00,USD/yr,2025-12-09,2026-06-21,A1,https://www.gevernova.com/news/press-releases/ge-vernova-raises-multi-year-financial-outlook-doubles-dividend-increases-buyback-authorization,from $1.00/yr to $2.00/yr ($0.50/quarter); effective Q1 2026,EVIDENCE
GEV-DEC25-PR-DIVIDEND,GEV buyback authorization raised,10000,USD M,2025-12-09,2026-06-21,A1,https://www.gevernova.com/news/press-releases/ge-vernova-raises-multi-year-financial-outlook-doubles-dividend-increases-buyback-authorization,from $6B to $10B; ~3.3% of market cap,EVIDENCE
GEM-GT-MARKETSHARE,GEV+Siemens+Mitsubishi gas turbine market share under construction,66,%,2025,2026-06-21,B2,https://globalenergymonitor.org/research/leading-three-manufacturers-providing-two-thirds-turbines-gas-fired-power-plants-under,three OEMs ~2/3 of plants under construction; oligopoly structure,EVIDENCE
GEM-GT-MARKETSHARE,GEV Asia gas turbine market share under construction,38,%,2025,2026-06-21,B2,https://globalenergymonitor.org/research/leading-three-manufacturers-providing-two-thirds-turbines-gas-fired-power-plants-under,followed by Mitsubishi 17% Siemens 16%,EVIDENCE
DERIVED-EV-EBITDA,Clean forward EV/EBITDA FY2026 midpoint,48.5,x,2026-06-19,2026-06-21,E1,derived: $292B EV / $5.85B adj EBITDA midpoint,$44.5-45.5B × 13% midpoint = $5.85B; $292B/5.85B = 49.9x; also checked $292B/$6.3B=46x,INTERPRETATION
DERIVED-NORM-NI,GEV normalized net income FY2025 (ex-tax-release),1984,USD M,2025-12-31,2026-06-21,E1,derived: $4884M GAAP less $2900M tax release,adj for one-off; ~$7.40/share normalized,INTERPRETATION
DERIVED-TTM-FCF,GEV TTM FCF (Q2-Q4 2025 + Q1 2026),7526,USD M,2026-03-31,2026-06-21,E1,derived: $3710M FY2025 + $4791M Q1 2026 - $975M Q1 2025 = $7526M TTM; per stockanalysis,INTERPRETATION
