claim_id,claim,value,unit,as_of,source_id,tier,note
C63,Expand URO IDE study patient count,137,patients,2025,MDT-EXPANDURO-PR,A1,Met both primary safety and effectiveness endpoints
C64,Hugo US trial peer-reviewed publication,BJU International 2026,citation,2026,BJUI-HUGO-STUDY,A2,Independent academic peer review - strongest corroboration tier available
C65,Affera Sphere-9 FDA approval date,2024-10-24,date,2024-10-24,MDT-AFFERA-PR,A1,Second FDA-approved PFA modality - confirmed independently by FDA-SPHERE9
C66,Medtronic PFA spend share,48,pct,2026,QSIGHT-PFA2026,B1,vs Boston Scientific 41% declining - early 2026 basis
C67,Boston Scientific PFA spend share,41,pct,2026,QSIGHT-PFA2026,B1,Declining
C68,Sphere-9 share of MDT own PFA spend,46,pct,2026,QSIGHT-PFA2026,B1,
C69,Total PFA catheter units 2025,250000,units,2025,QSIGHT-PFA2026,B1,+20% YoY market-wide
C70,CMS ASC cardiac ablation coverage effective date,2026-01-01,date,2026-01-01,CARDIOVASCULARBUSINESS-CMS-ASC,B2,Expands reimbursement access to outpatient settings
C71,China revenue pct of total (FY2024 basis),7,pct,2024,MEDTECHDESIGN-CHINAEXPOSURE,B1,NOT re-confirmed for FY2026 - flagged priority gap O2
C72,MDT tariff exposure to Chinese imports specifically,<1,pct of revenue,2025-2026,MEDTECHDESIGN-CHINAEXPOSURE,B1,Diversified manufacturing away from China more than device peers
C73,Tariff exclusions petitioned/received,23,count,2025-2026,AINVEST-TARIFF-MDT,B2,Require periodic renewal
C74,FY2026 tariff impact dollar estimate,185,USD millions,2025-2026,AINVEST-TARIFF-MDT,B2,Reduced from prior 200-350M range
C75,Diabetes spinoff timeline,~18 months from announcement,timeframe,2026,YAHOO-MDT-SPINOFF,B1,Corroborated by MEDTECHDIVE-SPINOFF independently
C76,Diabetes spinoff structure preferred path,IPO then full split,structure,2026,YAHOO-MDT-SPINOFF,B1,
C77,Incoming Diabetes standalone CEO,Que Dallara,name,2026,YAHOO-MDT-SPINOFF,B1,Current MDT Diabetes president
C78,FY2025 Diabetes segment revenue,2760,USD millions,2025-04-25,YAHOO-MDT-SPINOFF,B1,+10.7% reported +11.5% organic - last full year before spinoff announcement
C79,MiniMed IPO proceeds sought (disambiguation pending),784,USD millions,2026,MDDIONLINE-MINIMED-IPO,B2,Implied valuation ~7.86B - not confirmed same transaction as C75-C77 - flagged OPEN O5
